,title,brand,category_name,group_name
7191,"""micromax aisha a52 (yellow, 160 mb)(256 mb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
7192,"""micromax x333(black silver)""","""Micromax""","""Smart Phones""","""Electronics"""
7193,"""micromax x312(white silver)""","""Micromax""","""Smart Phones""","""Electronics"""
7194,"""micromax c114""","""Micromax""","""Smart Phones""","""Electronics"""
7195,"""micromax x278(black)""","""Micromax""","""Smart Phones""","""Electronics"""
7196,"""micromax x331(silver white)""","""Micromax""","""Smart Phones""","""Electronics"""
7197,"""micromax q4""","""Micromax""","""Smart Phones""","""Electronics"""
7198,"""ismart is-103(black & yellow)""","""Ismart""","""Smart Phones""","""Electronics"""
7199,"""panasonic eluga i3 mega (silver, 16 gb)(3 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7200,"""mphone 180(black)""","""mPhone""","""Smart Phones""","""Electronics"""
7201,"""panasonic eluga i3 mega (gold, 16 gb)(3 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7202,"""panasonic eluga i2 activ (rose gold, 16 gb)(1 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7203,"""panasonic eluga i2 activ (grey, 16 gb)(2 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7204,"""panasonic eluga a3 (grey, 16 gb)(3 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7205,"""panasonic eluga a3 (mocha gold, 16 gb)(3 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7206,"""panasonic eluga i2 activ (rose gold, 16 gb)(2 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7207,"""panasonic eluga i2 activ (gold, 16 gb)(1 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7208,"""panasonic eluga i2 activ (grey, 16 gb)(1 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7209,"""panasonic eluga a3 (gold, 16 gb)(3 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7210,"""karbonn k9 viraat (black, 8 gb)(1 gb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
7211,"""zopo f2 (gold, 16 gb)(2 gb ram)""","""ZOPO""","""Smart Phones""","""Electronics"""
7212,"""camerii ginger (white, 4 gb)(1 gb ram)""","""Camerii""","""Smart Phones""","""Electronics"""
7213,"""micromax x706(black)""","""Micromax""","""Smart Phones""","""Electronics"""
7214,"""zopo f2 (rose gold, 16 gb)(2 gb ram)""","""ZOPO""","""Smart Phones""","""Electronics"""
7215,"""obi sj1.8 (white, 16 gb)(3 gb ram)""","""OBI""","""Smart Phones""","""Electronics"""
7216,"""peace p4(red & black)""","""Peace""","""Smart Phones""","""Electronics"""
7217,"""zopo color c3 (champagne gold, 16 gb)(2 gb ram)""","""ZOPO""","""Smart Phones""","""Electronics"""
7218,"""jivi n2244 selfie(blue)""","""JIVI""","""Smart Phones""","""Electronics"""
7219,"""jivi n2244 selfie(brown)""","""JIVI""","""Smart Phones""","""Electronics"""
7220,"""reach cogent (black, 8 gb)(1 gb ram)""","""Reach""","""Smart Phones""","""Electronics"""
7221,"""malata s521 (white, 8 gb)(1 gb ram)""","""Malata""","""Smart Phones""","""Electronics"""
7222,"""reach cogent (gold, 8 gb)(1 gb ram)""","""Reach""","""Smart Phones""","""Electronics"""
7223,"""reach power 230(black & blue)""","""Reach""","""Smart Phones""","""Electronics"""
7224,"""mu m2200(black)""","""MU""","""Smart Phones""","""Electronics"""
7225,"""nokia 105 ss(blue)""","""Nokia""","""Smart Phones""","""Electronics"""
7226,"""apple iphone 6s plus (space grey, 64 gb)""","""Apple""","""Smart Phones""","""Electronics"""
7227,"""hpl a1xp quad core (white, 4 gb)(1 gb ram)""","""HPL""","""Smart Phones""","""Electronics"""
7228,"""hpl aone (black, 512 mb)(256 mb ram)""","""HPL""","""Smart Phones""","""Electronics"""
7229,"""hpl a40 dual core (black, 4 gb)(512 mb ram)""","""HPL""","""Smart Phones""","""Electronics"""
7230,"""karbonn aura note 2 with 4g volte (coffee & champagne, 16 gb)(2 gb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
7231,"""jivi prime 390 (grey, 16 gb)(1 gb ram)""","""JIVI""","""Smart Phones""","""Electronics"""
7232,"""good one j5 (black, 4 gb)(1 gb ram)""","""Good One""","""Smart Phones""","""Electronics"""
7233,"""ui phones power 2(champagne & black)""","""UI Phones""","""Smart Phones""","""Electronics"""
7234,"""jivi 2244 selfie(black)""","""JIVI""","""Smart Phones""","""Electronics"""
7235,"""jivi prime 390 (gold, 16 gb)(1 gb ram)""","""JIVI""","""Smart Phones""","""Electronics"""
7236,"""infocus m370i (black, 16 gb)(2 gb ram)""","""InFocus""","""Smart Phones""","""Electronics"""
7237,"""phonemax mars x (gold, 8 gb)(1 gb ram)""","""Phonemax""","""Smart Phones""","""Electronics"""
7238,"""zopo f2 (black, 16 gb)(2 gb ram)""","""ZOPO""","""Smart Phones""","""Electronics"""
7239,"""samsung galaxy s duos 3 (ceramic white, 4 gb)(512 mb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
7240,"""moto e (1st gen) (black, 4 gb)(1 gb ram)""","""Motorola""","""Smart Phones""","""Electronics"""
7241,"""infocus f125 hero boombox s1(white)""","""InFocus""","""Smart Phones""","""Electronics"""
7242,"""panasonic eluga i (white, 8 gb)(1 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7243,"""ismart is-111w(black, blue)""","""Ismart""","""Smart Phones""","""Electronics"""
7244,"""ismart is-111w(black, green)""","""Ismart""","""Smart Phones""","""Electronics"""
7245,"""sony xperia z3 (copper, 16 gb)(3 gb ram)""","""Sony""","""Smart Phones""","""Electronics"""
7246,"""micromax x073 dual sim (black)(black)""","""Micromax""","""Smart Phones""","""Electronics"""
7247,"""nokia 1280""","""Nokia""","""Smart Phones""","""Electronics"""
7248,"""nokia 105(blue)""","""Nokia""","""Smart Phones""","""Electronics"""
7249,"""ismart is-101w(black, blue)""","""Ismart""","""Smart Phones""","""Electronics"""
7250,"""ismart is-101w(black, red)""","""Ismart""","""Smart Phones""","""Electronics"""
7251,"""ismart is-101w(black, green)""","""Ismart""","""Smart Phones""","""Electronics"""
7252,"""zopo flash x plus (charcoal black, 32 gb)(3 gb ram)""","""ZOPO""","""Smart Phones""","""Electronics"""
7253,"""zopo color f2 - 4g volte (white, 16 gb)(2 gb ram)""","""Zopo""","""Smart Phones""","""Electronics"""
7254,"""lenovo vibe k5 plus (silver, 16 gb)(2 gb ram)""","""Lenovo""","""Smart Phones""","""Electronics"""
7255,"""ziox thunder storm(champ)""","""Ziox""","""Smart Phones""","""Electronics"""
7256,"""ziox thunder hero(black & blue)""","""Ziox""","""Smart Phones""","""Electronics"""
7257,"""videocon dost (v1gc)(black & red)""","""Videocon""","""Smart Phones""","""Electronics"""
7258,"""ziox zx20(white)""","""Ziox""","""Smart Phones""","""Electronics"""
7259,"""zen admire neo (champagne, 8 gb)(512 mb ram)""","""Zen""","""Smart Phones""","""Electronics"""
7260,"""ziox starz victa(black)""","""Ziox""","""Smart Phones""","""Electronics"""
7261,"""ziox astra force (black, 16 gb)(1 gb ram)""","""Ziox""","""Smart Phones""","""Electronics"""
7262,"""ziox z23 zelfie(black & blue)""","""Ziox""","""Smart Phones""","""Electronics"""
7263,"""ziox z203(black & red)""","""Ziox""","""Smart Phones""","""Electronics"""
7264,"""ziox z203(black)""","""Ziox""","""Smart Phones""","""Electronics"""
7265,"""ziox trendy(black & grey)""","""Ziox""","""Smart Phones""","""Electronics"""
7266,"""karbonn k107 star(coffee & black)""","""Karbonn""","""Smart Phones""","""Electronics"""
7267,"""ziox starz matrix(black & orange)""","""Ziox""","""Smart Phones""","""Electronics"""
7268,"""callbar callbar-3310(red)""","""Callbar""","""Smart Phones""","""Electronics"""
7269,"""huawei ascend p6 (white, 8 gb)(2 gb ram)""","""Huawei""","""Smart Phones""","""Electronics"""
7270,"""lava spark curvy plus(grey)""","""Lava""","""Smart Phones""","""Electronics"""
7271,"""lava a97 ips signature edition 4g with volte (blue & black, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
7272,"""lava spark curvy plus(champagne)""","""Lava""","""Smart Phones""","""Electronics"""
7273,"""lava a97 ips signature edition 4g with volte (grey & black, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
7274,"""peace slim(black & blue)""","""Peace""","""Smart Phones""","""Electronics"""
7275,"""peace knight(white & blue)""","""Peace""","""Smart Phones""","""Electronics"""
7276,"""peace p3(red & black)""","""Peace""","""Smart Phones""","""Electronics"""
7277,"""peace slim(black)""","""Peace""","""Smart Phones""","""Electronics"""
7278,"""peace knight(black & red)""","""Peace""","""Smart Phones""","""Electronics"""
7279,"""i kall k-35(yellow)""","""I Kall""","""Smart Phones""","""Electronics"""
7280,"""peace fm-10(white)""","""Peace""","""Smart Phones""","""Electronics"""
7281,"""i kall k-35(sky blue / blue)""","""I Kall""","""Smart Phones""","""Electronics"""
7282,"""peace p4(green & black)""","""Peace""","""Smart Phones""","""Electronics"""
7283,"""peace p3(yellow & black)""","""Peace""","""Smart Phones""","""Electronics"""
7284,"""peace p3(green & black)""","""Peace""","""Smart Phones""","""Electronics"""
7285,"""blackberry q10 special edition (white, 16 gb)(2 gb ram)""","""Blackberry""","""Smart Phones""","""Electronics"""
7286,"""infocus hero smart p4(black)""","""InFocus""","""Smart Phones""","""Electronics"""
7287,"""infocus hero smart p1(black)""","""InFocus""","""Smart Phones""","""Electronics"""
7288,"""lava a97 ips signature edition 4g with volte (gold & black, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
7289,"""karbonn mahaabali(green)""","""Karbonn""","""Smart Phones""","""Electronics"""
7290,"""ivoomi me1 (carbon black, 8 gb)(1 gb ram)""","""iVooMi""","""Smart Phones""","""Electronics"""
7291,"""ivoomi me1 (sunshine gold, 8 gb)(1 gb ram)""","""iVooMi""","""Smart Phones""","""Electronics"""
7292,"""puncher g5 (black, 8 gb)(1 gb ram)""","""Puncher""","""Smart Phones""","""Electronics"""
7293,"""puncher ips 6 (rose gold, 8 gb)(1 gb ram)""","""Puncher""","""Smart Phones""","""Electronics"""
7294,"""intex aqua 5.5 vr plus (champagne, 16 gb)(2 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
7295,"""jivi energy e12 (black, 8 gb)(1 gb ram)""","""JIVI""","""Smart Phones""","""Electronics"""
7296,"""jivi energy e12 (white, 8 gb)(1 gb ram)""","""JIVI""","""Smart Phones""","""Electronics"""
7297,"""ziox thunder bass(black & grey)""","""Ziox""","""Smart Phones""","""Electronics"""
7298,"""zen z15(blue)""","""Zen""","""Smart Phones""","""Electronics"""
7299,"""xccess x-490(black)""","""XCCESS""","""Smart Phones""","""Electronics"""
7300,"""xccess x-499(black)""","""XCCESS""","""Smart Phones""","""Electronics"""
7301,"""jivi jfp_r21(white & grey)""","""JIVI""","""Smart Phones""","""Electronics"""
7302,"""xccess x-499(white)""","""XCCESS""","""Smart Phones""","""Electronics"""
7303,"""xccess x-490(white)""","""XCCESS""","""Smart Phones""","""Electronics"""
7304,"""gionee pioneer p5w (red, 16 gb)(1 gb ram)""","""Gionee""","""Smart Phones""","""Electronics"""
7305,"""jivi n201 selfie(black & green)""","""JIVI""","""Smart Phones""","""Electronics"""
7306,"""jivi n201 selfie(black & blue)""","""JIVI""","""Smart Phones""","""Electronics"""
7307,"""jivi n201 selfie(black & yellow)""","""JIVI""","""Smart Phones""","""Electronics"""
7308,"""jivi n201 selfie(black & red)""","""JIVI""","""Smart Phones""","""Electronics"""
7309,"""jivi x57i selfie(black & champagne)""","""JIVI""","""Smart Phones""","""Electronics"""
7310,"""jivi x57i selfie(white & champagne)""","""JIVI""","""Smart Phones""","""Electronics"""
7311,"""jivi x57i selfie(white & silver)""","""JIVI""","""Smart Phones""","""Electronics"""
7312,"""adcom adcom thunder a-350 black (black, 512 mb)(256 mb ram)""","""Adcom""","""Smart Phones""","""Electronics"""
7313,"""karbonn titanium 3d plex (black & white, 4 gb)(512 mb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
7314,"""ismart 51i (black, 512 mb)(512 mb ram)""","""Ismart""","""Smart Phones""","""Electronics"""
7315,"""ismart is 201i lite(green)""","""Ismart""","""Smart Phones""","""Electronics"""
7316,"""ismart is 201i lite(black)""","""Ismart""","""Smart Phones""","""Electronics"""
7317,"""ismart is-400i splash k1 (black, 512 mb)(pack of5)""","""Ismart""","""Smart Phones""","""Electronics"""
7318,"""nokia 130(black)""","""Nokia""","""Smart Phones""","""Electronics"""
7319,"""swipe neo power (black, 4 gb)(512 mb ram)""","""Swipe""","""Smart Phones""","""Electronics"""
7320,"""swipe neo power (gold, 4 gb)(512 mb ram)""","""Swipe""","""Smart Phones""","""Electronics"""
7321,"""swipe neo power (grey, 4 gb)(512 mb ram)""","""Swipe""","""Smart Phones""","""Electronics"""
7322,"""lava pixel v2 plus (white, 32 gb)(3 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
7323,"""lava pixel v2 plus (black, 32 gb)(3 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
7324,"""aqua spark music(black)""","""Aqua""","""Smart Phones""","""Electronics"""
7325,"""aqua spark music(blue)""","""Aqua""","""Smart Phones""","""Electronics"""
7326,"""aqua spark music(green)""","""Aqua""","""Smart Phones""","""Electronics"""
7327,"""greenberry gb 3310(matt red)""","""GreenBerry""","""Smart Phones""","""Electronics"""
7328,"""karbonn smart a5i (black, 512 mb)(512 mb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
7329,"""karbonn k10 plus(black silver)""","""Karbonn""","""Smart Phones""","""Electronics"""
7330,"""reach champ i(red)""","""Reach""","""Smart Phones""","""Electronics"""
7331,"""lava a73 (gold, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
7332,"""reach champ i(yellow)""","""Reach""","""Smart Phones""","""Electronics"""
7333,"""comio s1 4g (sunrise gold, 32 gb)(2 gb ram)""","""Comio""","""Smart Phones""","""Electronics"""
7334,"""mafe aero(black)""","""MAFE""","""Smart Phones""","""Electronics"""
7335,"""mafe lite 3310(black)""","""Mafe""","""Smart Phones""","""Electronics"""
7336,"""kimfly z2 (black, 4 gb)(512 mb ram)""","""Kimfly""","""Smart Phones""","""Electronics"""
7337,"""yxtel a2(orange)""","""Yxtel""","""Smart Phones""","""Electronics"""
7338,"""blackzone polo+(grey & black)""","""Blackzone""","""Smart Phones""","""Electronics"""
7339,"""blackzone jupiter+(black & grey)""","""Blackzone""","""Smart Phones""","""Electronics"""
7340,"""blackzone uni+(black & red)""","""Blackzone""","""Smart Phones""","""Electronics"""
7341,"""blackzone jupiter+(black & red)""","""Blackzone""","""Smart Phones""","""Electronics"""
7342,"""blackzone polo+(black & red)""","""Blackzone""","""Smart Phones""","""Electronics"""
7343,"""gamma g11(black & silver)""","""GAMMA""","""Smart Phones""","""Electronics"""
7344,"""gamma q5 (white, 4 gb)(512 mb ram)""","""GAMMA""","""Smart Phones""","""Electronics"""
7345,"""blackzone uni+(black & grey)""","""Blackzone""","""Smart Phones""","""Electronics"""
7346,"""blackzone force+(deep blue)""","""Blackzone""","""Smart Phones""","""Electronics"""
7347,"""kara k-15(black)""","""Kara""","""Smart Phones""","""Electronics"""
7348,"""kara k-10(black)""","""Kara""","""Smart Phones""","""Electronics"""
7349,"""kara k-15(gold)""","""Kara""","""Smart Phones""","""Electronics"""
7350,"""kara k-16(gold & black / golden)""","""Kara""","""Smart Phones""","""Electronics"""
7351,"""kara k-16(silver & black / silver)""","""Kara""","""Smart Phones""","""Electronics"""
7352,"""kara k-16(black+golden /black)""","""Kara""","""Smart Phones""","""Electronics"""
7353,"""infocus hero power b1(black+grey)""","""InFocus""","""Smart Phones""","""Electronics"""
7354,"""callbar b-312(sky blue)""","""Callbar""","""Smart Phones""","""Electronics"""
7355,"""gfive z9(champagne gold)""","""Gfive""","""Smart Phones""","""Electronics"""
7356,"""rage bravo+(32 mb ram)""","""RAGE""","""Smart Phones""","""Electronics"""
7357,"""rage 40b (black, 2 gb)(256 mb ram)""","""RAGE""","""Smart Phones""","""Electronics"""
7358,"""rage bold 1801(32 mb ram)""","""RAGE""","""Smart Phones""","""Electronics"""
7359,"""rage ops 40g (blue, 4 gb)(512 mb ram)""","""RAGE""","""Smart Phones""","""Electronics"""
7360,"""rage ops 80q (black, 4 gb)""","""RAGE""","""Smart Phones""","""Electronics"""
7361,"""rage magic 40gn (black, 512 mb)(512 mb ram)""","""RAGE""","""Smart Phones""","""Electronics"""
7362,"""rage 1801(32 mb ram)""","""RAGE""","""Smart Phones""","""Electronics"""
7363,"""rage 2403(white & brown)""","""RAGE""","""Smart Phones""","""Electronics"""
7364,"""rage hero(black)""","""RAGE""","""Smart Phones""","""Electronics"""
7365,"""rage 2403(white)""","""RAGE""","""Smart Phones""","""Electronics"""
7366,"""rage ops 51 (black, 512 mb)(512 mb ram)""","""RAGE""","""Smart Phones""","""Electronics"""
7367,"""rage 2403(black & blue)""","""RAGE""","""Smart Phones""","""Electronics"""
7368,"""mphone 380(blue)""","""mPhone""","""Smart Phones""","""Electronics"""
7369,"""mphone 180(black & blue)""","""mPhone""","""Smart Phones""","""Electronics"""
7370,"""mphone 380(red)""","""mPhone""","""Smart Phones""","""Electronics"""
7371,"""mphone 380(black)""","""mPhone""","""Smart Phones""","""Electronics"""
7372,"""peace knight(white & grey)""","""Peace""","""Smart Phones""","""Electronics"""
7373,"""ziox astra 4g dt (champagne, 8 gb)(1 gb ram)""","""Ziox""","""Smart Phones""","""Electronics"""
7374,"""sansui z - 13(white)""","""Sansui""","""Smart Phones""","""Electronics"""
7375,"""i kall k3310(black)""","""I Kall""","""Smart Phones""","""Electronics"""
7376,"""mphone 180(white)""","""mPhone""","""Smart Phones""","""Electronics"""
7377,"""karbonn a41 power 4g volte (black & red, 8 gb)(1 gb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
7378,"""karbonn k1 indian(black)""","""Karbonn""","""Smart Phones""","""Electronics"""
7379,"""infocus hero smart p2(black)""","""InFocus""","""Smart Phones""","""Electronics"""
7380,"""adcom x15 (boss) dual sim mobile-white & blue(white, blue)""","""Adcom""","""Smart Phones""","""Electronics"""
7381,"""mphone 380(white)""","""mPhone""","""Smart Phones""","""Electronics"""
7382,"""adcom x5 dual sim mobile-black & blue(black, blue)""","""Adcom""","""Smart Phones""","""Electronics"""
7383,"""adcom x5 dual sim mobile-black & orange(black, orange)""","""Adcom""","""Smart Phones""","""Electronics"""
7384,"""adcom x15 (boss) dual sim mobile-black & red(black, red)""","""Adcom""","""Smart Phones""","""Electronics"""
7385,"""i kall k3310 combo of two mobile(yellow, dark blue)""","""I Kall""","""Smart Phones""","""Electronics"""
7386,"""i kall k66 combo of two mobile(blue, white)""","""I Kall""","""Smart Phones""","""Electronics"""
7387,"""i kall k3310 combo of two mobile(red, light blue)""","""I Kall""","""Smart Phones""","""Electronics"""
7388,"""i kall k11 combo of two mobile(blue, red)""","""I Kall""","""Smart Phones""","""Electronics"""
7389,"""i kall k3310 combo of two mobile(yellow, red)""","""I Kall""","""Smart Phones""","""Electronics"""
7390,"""i kall k66 combo of two mobile(red, white)""","""I Kall""","""Smart Phones""","""Electronics"""
7391,"""i kall k3310 combo of two mobile(dark blue, red)""","""I Kall""","""Smart Phones""","""Electronics"""
7392,"""i kall k3310 combo of two mobile(yellow, light blue)""","""I Kall""","""Smart Phones""","""Electronics"""
7393,"""i kall k3310 combo of two mobile(dark blue, light blue)""","""I Kall""","""Smart Phones""","""Electronics"""
7394,"""lyf c459 (black, 8 gb)(1 gb ram)""","""LYF""","""Smart Phones""","""Electronics"""
7395,"""aiek m3(gold)""","""AIEK""","""Smart Phones""","""Electronics"""
7396,"""ziox starz victa(black & red)""","""Ziox""","""Smart Phones""","""Electronics"""
7397,"""moto g (black, 16 gb)(1 gb ram)""","""Motorola""","""Smart Phones""","""Electronics"""
7398,"""ziox starz storm(black & blue)""","""Ziox""","""Smart Phones""","""Electronics"""
7399,"""rage nano m(grey & black)""","""RAGE""","""Smart Phones""","""Electronics"""
7400,"""melbon mb-606(white)""","""Melbon""","""Smart Phones""","""Electronics"""
7401,"""melbon mb-606(black)""","""Melbon""","""Smart Phones""","""Electronics"""
7402,"""i kall k30 (1+8gb) 4g volte smart phone (champagne, 8 gb)(1 gb ram)""","""I Kall""","""Smart Phones""","""Electronics"""
7403,"""karbonn k flip(black)""","""Karbonn""","""Smart Phones""","""Electronics"""
7404,"""ziox thunder bolt(black)""","""Ziox""","""Smart Phones""","""Electronics"""
7405,"""sugar c6 (rose gold, 16 gb)(2 gb ram)""","""Sugar""","""Smart Phones""","""Electronics"""
7406,"""reach allure ultra (silver, 8 gb)(1 gb ram)""","""Reach""","""Smart Phones""","""Electronics"""
7407,"""gionee ctrl v1 (black, 4 gb)(512 mb ram)""","""Gionee""","""Smart Phones""","""Electronics"""
7408,"""karbonn titanium machone plus (white/golden, 16 gb)(2 gb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
7409,"""spice xlife victor 4 (black & champagne, 8 gb)(1 gb ram)""","""Spice""","""Smart Phones""","""Electronics"""
7410,"""tashan ts-861 (gold & grey, 8 gb)(1 gb ram)""","""Tashan""","""Smart Phones""","""Electronics"""
7411,"""lianke p 140 (white, gold, 32 kb)(32 mb ram)""","""Lianke""","""Smart Phones""","""Electronics"""
7412,"""ismart extra(32 mb ram)""","""Ismart""","""Smart Phones""","""Electronics"""
7413,"""ismart is 56 mercury v2 (golden, 8 gb)(1 gb ram)""","""Ismart""","""Smart Phones""","""Electronics"""
7414,"""nokia 5 (tempered blue, 16 gb)(3 gb ram)""","""Nokia""","""Smart Phones""","""Electronics"""
7415,"""nokia 5 (matte black, 16 gb)(3 gb ram)""","""Nokia""","""Smart Phones""","""Electronics"""
7416,"""yxtel a9(black)""","""Yxtel""","""Smart Phones""","""Electronics"""
7417,"""gionee x1 (gold, 16 gb)(2 gb ram)""","""Gionee""","""Smart Phones""","""Electronics"""
7418,"""honor 9i (graphite black, 64 gb)(4 gb ram)""","""Honor""","""Smart Phones""","""Electronics"""
7419,"""moto x4 (super black, 64 gb)(4 gb ram)""","""Motorola""","""Smart Phones""","""Electronics"""
7420,"""moto x4 (sterling blue, 64 gb)(4 gb ram)""","""Motorola""","""Smart Phones""","""Electronics"""
7421,"""moto x4 (super black, 32 gb)(3 gb ram)""","""Motorola""","""Smart Phones""","""Electronics"""
7422,"""celkon ufeel (blue & black, 16 gb)(2 gb ram)""","""Celkon""","""Smart Phones""","""Electronics"""
7423,"""asus zenfone 4 selfie pro (black, 64 gb)(4 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
7424,"""asus zenfone 4 selfie pro (gold, 64 gb)(4 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
7425,"""asus zenfone 4 selfie pro (red, 64 gb)(4 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
7426,"""coolpad cool c1 c103 (gold, 64 gb)(4 gb ram)""","""Coolpad""","""Smart Phones""","""Electronics"""
7427,"""panasonic eluga i5 (gold, 16 gb)(2 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7428,"""panasonic eluga i5 (black, 16 gb)(2 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7429,"""huawei honor 3x (white, 8 gb)(2 gb ram)""","""Huawei""","""Smart Phones""","""Electronics"""
7430,"""honor 6x (silver, 64 gb)(4 gb ram)""","""Honor""","""Smart Phones""","""Electronics"""
7431,"""xolo hive 8x-1000 (black, 32 gb)(2 gb ram)""","""Xolo""","""Smart Phones""","""Electronics"""
7432,"""forme d9 red(red)""","""Forme""","""Smart Phones""","""Electronics"""
7433,"""ginger monix android g310 kingfisher by camerii (black, 512 mb)(1 gb ram)""","""Ginger""","""Smart Phones""","""Electronics"""
7434,"""samsung galaxy j1 ace (blue, 4 gb)(512 mb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
7435,"""spice boss power m-5510(black & grey)""","""Spice""","""Smart Phones""","""Electronics"""
7436,"""micromax bolt a064 (black, 4 gb)(512 mb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
7437,"""oppo neo 5 (white, 16 gb)(1 gb ram)""","""OPPO""","""Smart Phones""","""Electronics"""
7438,"""micromax canvas 2 colors a120 (white, 4 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
7439,"""lg k10 (black blue, 16 gb)(2 gb ram)""","""LG""","""Smart Phones""","""Electronics"""
7440,"""ginger monix android g310 red bull by camerii (blue, 512 mb)(1 gb ram)""","""Ginger""","""Smart Phones""","""Electronics"""
7441,"""lenovo a850 (white, 4 gb)(1 gb ram)""","""Lenovo""","""Smart Phones""","""Electronics"""
7442,"""apple iphone 6 (silver, 64 gb)""","""Apple""","""Smart Phones""","""Electronics"""
7443,"""samsung galaxy s duos 2 (black, 4 gb)(717 mb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
7444,"""melbon dude 02(black)""","""Melbon""","""Smart Phones""","""Electronics"""
7445,"""samsung galaxy on5 (black, 8 gb)(1.5 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
7446,"""oppo neo 7 4g (white, 16 gb)(1 gb ram)""","""OPPO""","""Smart Phones""","""Electronics"""
7447,"""nokia 130 ds(black)""","""Nokia""","""Smart Phones""","""Electronics"""
7448,"""hyve storm (mystic grey, 16 gb)(2 gb ram)""","""Hyve""","""Smart Phones""","""Electronics"""
7449,"""samsung galaxy s7 (silver titanium, 32 gb)(4 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
7450,"""forme d9 black(black)""","""Forme""","""Smart Phones""","""Electronics"""
7451,"""htc desire 820g+ (milkyway grey, 16 gb)(1 gb ram)""","""HTC""","""Smart Phones""","""Electronics"""
7452,"""infix n5(black & red)""","""Infix""","""Smart Phones""","""Electronics"""
7453,"""google pixel xl (very silver, 32 gb)(4 gb ram)""","""Google""","""Smart Phones""","""Electronics"""
7454,"""apple iphone 6 (space grey, 64 gb)""","""Apple""","""Smart Phones""","""Electronics"""
7455,"""karbonn quattro l52 vr (champagne & white, 16 gb)(2 gb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
7456,"""lava iris x8 (white, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
7457,"""samsung galaxy s3 neo (pebble blue, 16 gb)(1.5 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
7458,"""lava x28 (black grey, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
7459,"""intex eco 105(black)""","""Intex""","""Smart Phones""","""Electronics"""
7460,"""karbonn a108 plus (black, 512 mb)(256 mb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
7461,"""karbonn titanimum s205 (5.1 (lollipop),16gb internal memory,2gb ram & dragontrail scratch resistant glass) (white+golden, 16 gb)(2 gb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
7462,"""lava iris atom 2x (black, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
7463,"""panasonic p55 novo (midnight blue, 8 gb)(1 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
7464,"""nexus 5x (carbon, 32 gb)(2 gb ram)""","""LG""","""Smart Phones""","""Electronics"""
7465,"""micromax hue2 (white, gold, 16 gb)(2 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
7466,"""vivo y51l (black, 16 gb)(2 gb ram)""","""VIVO""","""Smart Phones""","""Electronics"""
7467,"""infocus f135(white)""","""InFocus""","""Smart Phones""","""Electronics"""
